시군명,사업장명,전화번호,처리업종구분명,처리대상폐기물정보,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
안성시,(주)대웅환경,031-658-2347,⑧,,17554,경기도 안성시 원곡면 산하리 257-3번지,경기도 안성시 원곡면 지문로 400,37.07103607,127.1437868
안성시,(주)그론,,⑧,,17596,경기도 안성시 도기동 58-10번지,경기도 안성시 강변로74번길 17  (도기동),37.00026202,127.2706568
안성시,신아케미컬,,⑧,,17524,경기도 안성시 죽산면 당목리 627-1번지,경기도 안성시 죽산면 걸미로 347-36,37.03139233,127.4316614
안성시,(주)씨엠와이,031-667-0784,⑧,,17553,경기도 안성시 원곡면 지문리 423번지,경기도 안성시 원곡면 지산길 55-157,37.0597647,127.1337503
안성시,음성폴리머,031-671-6611,⑧,,17524,경기도 안성시 죽산면 당목리 627-1번지,경기도 안성시 죽산면 걸미로 347-36,37.03139233,127.4316614
안성시,한성에스제이,,⑧,,17553,경기도 안성시 원곡면 산하리 54번지,경기도 안성시 원곡면 행골길 216-61,37.09011047,127.1320515
안성시,한솔수지,031-654-2608,⑧,,17554,경기도 안성시 원곡면 성주리 227-8,경기도 안성시 원곡면 성주리 227-8,37.08689629,127.1637294
안성시,보개농업협동조합,031-672-0770,⑧,,17508,경기도 안성시 보개면 북좌리 324번지,"경기도 안성시 보개면 보개산로 147-50  (, 324-1)",37.04233309,127.3240013
안성시,씨에프,,⑧,,17520,경기도 안성시 죽산면 장원리 산72번지,경기도 안성시 죽산면 걸미로 766-29,37.06111829,127.4127494
안성시,유환종합상사,031-352-4330,⑧,,17505,경기도 안성시 고삼면 가유리 612-1번지,경기도 안성시 고삼면 개울말길 55,37.08648704,127.2540711
안성시,형제종합비철,031-673-4772,⑧,,17543,경기도 안성시 대덕면 모산리 174-1번지,경기도 안성시 대덕면 모산로 182,37.03562465,127.2438343
안성시,효광에이에프(주),031-674-4991,⑧,,17527,경기도 안성시 일죽면 능국리 141-16,경기도 안성시 일죽면 능국리 141-16,37.10850232,127.4934271
안성시,태경,,⑧,,17500,경기도 안성시 양성면 노곡리 197-4번지,경기도 안성시 양성면 염티길 113-40,37.11259761,127.2610664
안성시,안성지앤아이,,⑧,,17540,경기도 안성시 대덕면 삼한리 725-8,경기도 안성시 대덕면 삼한리 725-8,37.05163672,127.2830995
안성시,㈜성우,031-652-2330,⑧,,17555,경기도 안성시 원곡면 외가천리 35-8번지,경기도 안성시 원곡면 관산길 58-14,37.03783763,127.1472141
안성시,태안금속,031-652-8843,⑧,,17555,경기도 안성시 원곡면 칠곡리 158번지,경기도 안성시 원곡면 금노길 2-19,37.05129733,127.163178
안성시,동부이엔티㈜,031-656-1822,①ⓐ,,17554,경기도 안성시 원곡면 산하리 251-5번지,경기도 안성시 원곡면 지문로 432,37.07089248,127.147016
안성시,신오케미칼㈜,031-674-3901,①ⓐ,,17542,경기도 안성시 대덕면 신령리 32-1번지,경기도 안성시 대덕면 만세로 145,37.02958881,127.2292945
안성시,㈜블루스톤이노베이션(안성지점),,①ⓐ,,17573,경기도 안성시 신건지동 4-5번지 202-7호,"경기도 안성시 개내교2길 7, 202-7호",37.01388338,127.25299
안성시,그린산업환경,,①ⓐ,,17580,경기도 안성시 석정동 5-4번지,경기도 안성시 중앙로367번길 8,37.00817126,127.2678792
안성시,㈜클린앤박스,,①ⓐ,,17535,경기도 안성시 금광면 신양복리 139-1번지 홍익아파트 상가동 303호,"경기도 안성시 금광면 종합운동장로 132, 상가동 303호",37.01059451,127.3309199
안성시,동강산업,,①ⓐ,,17608,"경기도 안성시 서운면 현매리 374-11, 12번지","경기도 안성시 서운면 현매리 374-11, 12번지",36.94271777,127.2171796
안성시,㈜지유에너지,031-675-5878,①ⓐ,,17524,경기도 안성시 죽산면 두교리 137-2번지,경기도 안성시 죽산면 용대길 14,37.01611756,127.440241
안성시,케이자원환경,,①ⓐ,,17573,경기도 안성시 신건지동 4-5번지 202호,"경기도 안성시 개내교2길 7, 202호",37.01388338,127.25299
안성시,대성자원환경,,①ⓐ,,17539,경기도 안성시 사곡동 248-5번지,경기도 안성시 시미실길 213(사곡동),37.04089979,127.2575355
안성시,㈜금송산업개발,031-676-7411,①ⓑ,,17539,경기도 안성시 사곡동 224번지,경기도 안성시 안성맞춤대로 1504,37.04527355,127.2628857
안성시,대국환경개발산업,,①ⓑ,,17604,경기도 안성시 미양면 양변리 265-5번지,경기도 안성시 미양면 안성맞춤대로 348,36.95311392,127.2429989
안성시,㈜에덴자원,031-671-7701,①ⓑ,,17568,경기도 안성시 당왕동 409-1번지,경기도 안성시 서동대로 5092,37.02209825,127.2631939
안성시,경은산업㈜,031-673-2576,①ⓑ,,17569,경기도 안성시 금산동 188번지,경기도 안성시 안성맞춤대로 1149-8(금산동 188),37.01538172,127.2673402
안성시,경기환경산업,031-671-4077,①ⓑ,,17536,경기도 안성시 금광면 내우리 105-5번지,경기도 안성시 금광면 구송동길 51-1,36.99798854,127.3049191
안성시,동부이엔티㈜,031-656-1822,①ⓑ,,17554,경기도 안성시 원곡면 산하리 251-5번지,경기도 안성시 원곡면 지문로 432,37.07089248,127.147016
안성시,하나환경자원,031-674-0948,①ⓑ,,17539,경기도 안성시 당왕동 348-14번지,경기도 안성시 안성맞춤대로 1274,37.02583455,127.2653858
안성시,㈜대웅리싸이클링,031-675-2350,①ⓑ,,17554,경기도 안성시 원곡면 산하리 257-3번지,경기도 안성시 원곡면 지문로 400,37.07103607,127.1437868
안성시,스마일제이앤에스,,①ⓑ,,17555,,경기도 안성시 원곡면 만세로 1111,,
안성시,영범환경산업,,①ⓑ,,17595,경기도 안성시 도기동 15번지,경기도 안성시 도구머리길 10,36.99993023,127.2669265
안성시,덕산상사,,①ⓑ,,17509,경기도 안성시 보개면 불현리 45-4번지,경기도 안성시 보개면 보개원삼로 228,37.02353591,127.2894292
안성시,봉 자원,031-674-9435,①ⓑ,,17603,경기도 안성시 미양면 고지리 435번지,경기도 안성시 미양면 고지길 90-56,36.96652049,127.2050952
안성시,한빛메탈,,①ⓑ,,17502,경기도 안성시 양성면 동항리 288-11번지,경기도 안성시 양성면 장터길 39,37.05849717,127.1955729
안성시,삼호환경자원,,①ⓑ,,17509,경기도 안성시 보개면 구사리 산41번지,경기도 안성시 보개면 남사당로 106-15,37.02722494,127.3011229
안성시,그린산업환경,,①ⓑ,,17580,경기도 안성시 석정동 5-4번지 2층,경기도 안성시 중앙로 367번길 8 2층,37.00817126,127.2678792
안성시,광일환경㈜,031-677-0777,①ⓐ,,17604,경기도 안성시 미양면 강덕리 4-1번지,경기도 안성시 미양면 양변길 93,36.95898652,127.2366775
안성시,조은건기,,①ⓑ,,17585,경기도 안성시 가사동 79-6번지,경기도 안성시 삼거리길 25,37.00877927,127.2843556
안성시,㈜반도철강,031-676-7801,⑧,,17522,경기도 안성시 죽산면 장계리 766번지,경기도 안성시 죽산면 걸미로 553,37.04506502,127.4145109
안성시,삼호환경자원,,⑧,,17509,경기도 안성시 보개면 구사리 산41번지,경기도 안성시 보개면 남사당로 106-15,37.02722494,127.3011229
안성시,㈜티케이스틸,031-674-0695,⑧,,17598,경기도 안성시 미양면 계륵리 121-1번지,경기도 안성시 미양면 구례골길 149-24,36.98490626,127.2550165
안성시,신흥물산㈜,031-673-0597,⑧,,17515,경기도 안성시 삼죽면 마전리 117-3번지,경기도 안성시 삼죽면 덕계실2길 64,37.03652829,127.3436248
안성시,서경축산,,⑧,,17566,경기도 안성시 공도읍 웅교리 579-3번지,경기도 안성시 공도읍 불당안길 36-41,36.97724437,127.1761559
안성시,㈜종합슈레더,031-675-0031,⑧,,17522,경기도 안성시 죽산면 장계리 791-5번지,경기도 안성시 죽산면 걸미로 496-8,37.04135473,127.419699
안성시,승준농장,031-637-0558,⑧,,17512,경기도 안성시 삼죽면 용월리 374-2,경기도 안성시 삼죽면 용월리 374-2,37.08191519,127.3824377
안성시,영미유통,,⑧,,17509,경기도 안성시 보개면 신장리 111-20번지,경기도 안성시 보개면 신장길 79-31,37.04335951,127.2849663
안성시,㈜제이에스금속,031-676-1272,⑧,,17518,경기도 안성시 죽산면 매산리 562번지,경기도 안성시 죽산면 한평길 35-23,37.10410362,127.4347586
안성시,영상자원,,⑧,,17548,경기도 안성시 공도읍 마정리 486-4번지,경기도 안성시 공도읍 서동대로 4385-18,37.00885815,127.1897574
안성시,한살림소비자생활협동조합연합회,031-8056-2141,⑧,,17541,경기도 안성시 대덕면 보동리 285-3번지,경기도 안성시 대덕면 안성대로 1526,37.04943236,127.2512442
안성시,신오케미칼㈜안성공장,031-674-3901,⑧,,17542,경기도 안성시 대덕면 신령리 32-1번지,경기도 안성시 대덕면 만세로 145,37.02958881,127.2292945
안성시,㈜대박자원,031-664-7737,⑧,,17555,경기도 안성시 원곡면 칠곡리 3번지,경기도 안성시 원곡면 만세로 929-19,37.05969796,127.172589
안성시,대영ST,031-672-0768,⑧,,17598,경기도 안성시 미양면 구례리 89-2,경기도 안성시 미양면 구례리 89-2,36.99131869,127.248239
안성시,금강자원,,⑧,,17524,경기도 안성시 죽산면 두교리 141-1번지,경기도 안성시 죽산면 용대길 12,37.01609915,127.4394766
안성시,이엘투엘(주),031-611-1034,⑧,,17553,경기도 안성시 원곡면 산하리 395번지 외 3필지,경기도 안성시 원곡면 삼봉로 788-6  (외 3필지),37.07451866,127.1300681
안성시,양성축산,,⑧,,17503,경기도 안성시 양성면 덕봉리 689-9번지,경기도 안성시 양성면 지남촌길 47-135,37.03261071,127.2110689
안성시,안성맞춤시니어클럽,031-673-8200,⑧,,17592,경기도 안성시 서인동 60번지 4층,"경기도 안성시 안성맞춤대로 1042-1, 4층",37.00644351,127.2694244
안성시,탑무역,,⑧,,17527,경기도 안성시 일죽면 능국리 817번지,경기도 안성시 일죽면 국동길 137-18,37.11467703,127.4925599
안성시,엘자원,031-651-1839,⑧,,17557,경기도 안성시 공도읍 만정리 629-1번지,경기도 안성시 공도읍 덕봉서원로 229-32,37.02604111,127.173543
안성시,㈜덕평환경개발,031-654-8255,⑧,,17553,경기도 안성시 원곡면 지문리 375-1번지,경기도 안성시 원곡면 지산길 52,37.05587913,127.136547
안성시,영상자원,,⑧,,17548,경기도 안성시 공도읍 마정리 486-4번지,경기도 안성시 공도읍 서동대로 4385-18,37.00885815,127.1897574
안성시,㈜동진무역,,⑧,,17509,경기도 안성시 보개면 적가리 222-6번지 가동,"경기도 안성시 보개면 한사울길 263, 가동",37.05081178,127.2885441
안성시,광일환경㈜,031-672-8993,⑨,,17604,경기도 안성시 미양면 강덕리 4-1번지,경기도 안성시 미양면 양변길 93,36.95898652,127.2366775
안성시,삼강산업개발㈜,031-676-7411,⑨,,17608,경기도 안성시 서운면 신흥리 181-4번지,경기도 안성시 서운면 사갑1길 296-133,36.91889352,127.2423728
안성시,(주)금송산업개발,031-672-0390,⑨,,17539,경기도 안성시 사곡동 224번지,경기도 안성시 안성맞춤대로 1504 (사곡동),37.04527355,127.2628857
안성시,대지환경산업(주),,⑧,,17517,경기도 안성시 삼죽면 미장리 311번지,경기도 안성시 삼죽면 신미2길 22,37.04214152,127.3633261
안성시,동양수지,031-653-2097,⑧,,17566,경기도 안성시 공도읍 웅교리 331번지,경기도 안성시 공도읍 웅교4길 50,36.98220622,127.1843037
안성시,안성 TMR,031-673-4052,⑧,,17602,경기도 안성시 미양면 신계리 102-1,경기도 안성시 미양면 신계리 102-1,36.96482572,127.1773432
안성시,대원사,031-670-5649,⑧,,17567,경기도 안성시 신소현동 153번지,경기도 안성시 공단로 28  (신소현동),37.01624128,127.2511388
안성시,고려플라스틱,031-676-7570,⑧,,17519,경기도 안성시 죽산면 두현리 459-4,경기도 안성시 죽산면 두현리 459-4,37.07740838,127.4027179
안성시,(주)대신실업,031-677-8527,⑧,,17601,경기도 안성시 미양면 마산리 164-3,경기도 안성시 미양면 마산리 164-3,36.96686911,127.2344036
안성시,일신케미칼,031-618-1202,⑧,,17553,경기도 안성시 원곡면 지문리 69-3,경기도 안성시 원곡면 지문리 69-3,37.04939486,127.1414925
안성시,안성사료(주),031-677-8541,⑧,,17604,경기도 안성시 미양면 강덕리 21번지,경기도 안성시 미양면 강덕1길 138-16,36.95860604,127.2278498
안성시,공단상사,,⑧,,17554,경기도 안성시 원곡면 성은리 408-3 외 2필지,경기도 안성시 원곡면 성은리 408-3 외 2필지,37.07102151,127.1634958
안성시,조은산업,031-676-9336,⑧,,17522,경기도 안성시 죽산면 장계리 540-1,경기도 안성시 죽산면 장계리 540-1,,
안성시,에코로지스㈜,031-674-4513,⑦,,17524,경기도 안성시 죽산면 당목리 724-1번지,경기도 안성시 죽산면 걸미로 363,37.03411432,127.4310631
안성시,광일환경㈜,031-677-0777,⑦,,17604,경기도 안성시 미양면 강덕리 4-1번지,경기도 안성시 미양면 양변길 93,36.95898652,127.2366775
안성시,고려수지산업㈜(안성지점),,⑦,,17555,경기도 안성시 원곡면 외가천리 131-4번지,경기도 안성시 원곡면 만세로 1279,37.04055739,127.1403534
안성시,흥진산업,,⑦,,17542,경기도 안성시 대덕면 소내리 326-1번지,경기도 안성시 대덕면 만세로 296,37.03807599,127.2196615
안성시,㈜보화,031-664-1207,⑦,,17554,경기도 안성시 원곡면 성은리 324번지,경기도 안성시 원곡면 산직길 114-43,37.07551603,127.1497959
안성시,(유)케이지텍,031-674-9488,⑦,,17543,경기도 안성시 대덕면 소현리 16번지,경기도 안성시 대덕면 소마니길 179-25,37.03330899,127.2485308
안성시,에브라임산업㈜,031-673-7810,⑦,,17608,경기도 안성시 서운면 현매리 215-1번지,경기도 안성시 서운면 매향길 25,36.93257105,127.2312999
안성시,㈜세인리소스,031-674-4991,⑦,,17527,경기도 안성시 일죽면 능국리 141-6번지,경기도 안성시 일죽면 국동길 73-26,37.10850232,127.4934271
안성시,태경,,⑦,,17500,경기도 안성시 양성면 노곡리 197-4번지,경기도 안성시 양성면 염티길 113-40,37.11259761,127.2610664
안성시,㈜알코타스코리아,031-677-8987,⑦,,17541,경기도 안성시 대덕면 소내리 1번지,경기도 안성시 대덕면 무능로 118,37.04453994,127.231648
안성시,환경케미칼,,⑦,,17509,경기도 안성시 보개면 곡천리 24번지,경기도 안성시 보개면 남사당로 112,37.02782614,127.2994799
안성시,리치텍,031-674-3315,⑦,,17541,경기도 안성시 대덕면 무능리 181번지,경기도 안성시 대덕면 무능로 140-11,37.04615077,127.230439
안성시,농업회사법인 안성사료㈜,031-677-8541,⑦,,17604,경기도 안성시 미양면 강덕리 21번지,경기도 안성시 미양면 강덕1길 138-16,36.95860604,127.2278498
안성시,㈜가야환경,031-671-3374,⑦,,17608,경기도 안성시 서운면 현매리 473-1번지,경기도 안성시 서운면 서미로 109-19,36.93446013,127.2217484
안성시,중부상사,,⑦,,17521,경기도 안성시 죽산면 장능리 616-5번지,경기도 안성시 죽산면 삼죽로 216-22,37.0730547,127.3830139
안성시,어도기업,,⑦,,17501,경기도 안성시 양성면 장서리 산58-41번지,경기도 안성시 양성면 양성로 519-55,37.09568326,127.2071836
안성시,경남사료상사㈜,031-677-2921,⑦,,17508,경기도 안성시 보개면 신안리 307번지,경기도 안성시 보개면 남사당로 443,37.05392689,127.3130987
안성시,㈜그린플러스,031-671-8383,⑦,,17602,경기도 안성시 미양면 개정리 762번지,경기도 안성시 미양면 개정산업단지로 85,36.95871728,127.1992281
안성시,명진컴(명진com),,⑦,,17542,경기도 안성시 대덕면 소내리 236-7번지,경기도 안성시 대덕면 설계나무길 32,37.0391811,127.2219402
안성시,네오클㈜,,⑦,,17608,경기도 안성시 서운면 현매리 251-3번지,경기도 안성시 서운면 서미로 55-3,36.93185338,127.2249468
안성시,합동플라스틱,,⑦,,17608,경기도 안성시 서운면 현매리 513번지,경기도 안성시 서운면 서미로 141-13,36.93606551,127.2182614
안성시,진성수지,,⑦,,17542,경기도 안성시 대덕면 소내리 326-1번지,경기도 안성시 대덕면 만세로 296,37.03807599,127.2196615
안성시,㈜단우,031-677-8166,⑦,,17501,경기도 안성시 양성면 장서리 392번지,경기도 안성시 양성면 양성로 519-28,37.09752603,127.208752
안성시,유진산업,031-677-7708,⑦,,17524,경기도 안성시 죽산면 당목리 418번지,경기도 안성시 죽산면 걸미로 170-24,37.02218548,127.4427208
안성시,대진상사,031-677-6687,⑦,,17544,경기도 안성시 대덕면 신령리 176번지,경기도 안성시 대덕면 신령로 213-19,37.02809241,127.2214971
안성시,㈜하이텍신소재,031-676-8996,⑦,,17541,경기도 안성시 대덕면 무능리 181-5번지,경기도 안성시 대덕면 무능로 164-26,37.04673644,127.2303245
안성시,퍼스트환경,031-655-3608,⑦,,17553,경기도 안성시 원곡면 지문리 118번지,경기도 안성시 원곡면 지문로 192-4,37.05605392,127.1406626
안성시,세계로㈜,,⑦,,,,경기도 안성시 보개면 남사덩로 566,,
안성시,삼효산업,,⑦,,17525,경기도 안성시 일죽면 방초리 303번지,경기도 안성시 일죽면 주평길 58-6,37.12092883,127.4271909
안성시,㈜프리솔,,⑦,,17512,경기도 안성시 삼죽면 용월리 454-13번지,경기도 안성시 삼죽면 삼죽로 172-15,37.07360235,127.3807856
안성시,안성퇴비 영농조합법인,031-675-7776,⑦,,17536,경기도 안성시 금광면 개산리 33번지,경기도 안성시 금광면 배티로 939-34,36.99217088,127.2923139
안성시,진성산업,031-671-6717,⑦,,17528,경기도 안성시 일죽면 산북리 109-1번지,경기도 안성시 일죽면 주래본죽로 418-42,37.08483919,127.5139519
안성시,㈜에스피산업개발,031-674-1144,⑦,,17500,경기도 안성시 양성면 노곡리 252번지,경기도 안성시 양성면 안성맞춤대로 2217-11,37.1044754,127.2520997
안성시,㈜대왕레미콘,031-671-0932,⑦,,17502,,경기도 안성시 양성면 양성로 94-14,,
안성시,태운상사,,⑦,,17501,경기도 안성시 양성면 장서리 407-1번지,경기도 안성시 양성면 양성로 519-78,37.09609722,127.2032772
안성시,㈜도송에너지,031-691-4794,⑦,,17553,경기도 안성시 원곡면 지문리 540-5번지,경기도 안성시 원곡면 지문로84-91,37.04452915,127.13623
안성시,오성산업,031-676-2815,⑦,,17521,경기도 안성시 죽산면 장능리 625-2번지,경기도 안성시 죽산면 삼죽로 216-8,37.07397501,127.3838787
안성시,㈜중산기업,,⑦,,17554,경기도 안성시 원곡면 산하리 259번지,경기도 안성시 원곡면 지문로 399,37.07143289,127.1438524
안성시,제일산업개발㈜안성공장,031-676-4611,⑦,,17602,경기도 안성시 미양면 개정리 346-1번지,경기도 안성시 미양면 법전길 24,36.96174262,127.1943185
안성시,바다자원,,⑦,,17501,경기도 안성시 양성면 장서리 355-1번지,경기도 안성시 양성면 양성로 544,37.10065273,127.2119361
안성시,(사)한국척수장애인협회 ESG사업소,,⑦,,17600,경기도 안성시 미양면 구수리 152-1번지,경기도 안성시 미양면 서운로 529(가동),36.95914582,127.2608391
안성시,윤보자원,031-677-8472,⑦,,17536,경기도 안성시 금광면 내우리 228번지,경기도 안성시 금광면 돌우길 27-52,36.9886597,127.3001558
안성시,㈜에코진플러스,031-673-6085,⑦,,17502,경기도 안성시 양성면 석화리 47번지,경기도 안성시 양성면 양성로 175-43,37.07252096,127.2017041
안성시,한다카본,,⑦,,17541,경기도 안성시 대덕면 보동리 401-1,경기도 안성시 대덕면 보동리 401-1,37.04594148,127.2458914
안성시,지유에너지,031-675-5878,⑦,,17524,경기도 안성시 죽산면 두교리 137-2번지,경기도 안성시 죽산면 용대길 14,37.01611756,127.440241
안성시,화영산업㈜,,⑦,,17509,경기도 안성시 보개면 기좌리 13번지,경기도 안성시 보개면 보개원삼로 474-60,37.04163058,127.2962162
안성시,환경수지,031-672-0598,⑧,,17542,경기도 안성시 대덕면 소내리 316-5번지,경기도 안성시 대덕면 소사길 171,37.04174697,127.2167693
안성시,주식회사 영상그룹,031-675-4374,①ⓒ,,17509,경기도 안성시 보개면 적가리 288-1번지,경기도 안성시 보개면 보개원삼로 538,37.04972948,127.2933268
안성시,대길자원환경,,①ⓒ,,17512,경기도 안성시 삼죽면 용월리 42-8번지,경기도 안성시 삼죽면 삼죽로 229,37.07434676,127.3861057
안성시,에브라임산업㈜,,①ⓒ,,17608,경기도 안성시 서운면 현매리 215-1번지,경기도 안성시 서운면 매향길 25,36.93257105,127.2312999
안성시,대원사,031-670-5649,⑤,,17567,경기도 안성시 신소현동 153번지,경기도 안성시 공단로 28,37.01624128,127.2511388
안성시,엘진산업,070-4355-4587,⑤,,17509,경기도 안성시 보개면 기좌리 206-2번지,경기도 안성시 보개면 보개원삼로 351,37.03423191,127.2871509
안성시,㈜글로실,031-677-5331,⑥,,17605,경기도 안성시 서운면 신능리 222-7,경기도 안성시 서운면 신능리 222-7,36.97045693,127.2689151
안성시,㈜세화산업,031-674-3678,⑥,,17604,경기도 안성시 미양면 강덕리 35-5번지,경기도 안성시 미양면 양변길 201,36.96212726,127.2263545
안성시,효성자원㈜,031-671-8411,⑦,,17503,경기도 안성시 양성면 명목리 311-3번지,경기도 안성시 양성면 덕봉서원로 428-16,37.03647355,127.1880035
안성시,㈜대경피앤씨,031-673-9226,⑦,,17541,경기도 안성시 대덕면 보동리 469번지,경기도 안성시 대덕면 소동산길 3-20,37.0475393,127.2386436
안성시,하이피드,031-673-4052,⑦,,17602,경기도 안성시 미양면 신계리 101-3번지,경기도 안성시 미양면 신계4길 10,36.96482572,127.1773432
안성시,대한민국특수임무유공자회,031-703-4521,⑦,,17604,경기도 안성시 미양면 강덕리 35-5번지,경기도 안성시 미양면 양변길 201,36.96212726,127.2263545
안성시,주식회사 한민,,⑦,,17605,경기도 안성시 서운면 신능리 220-1번지,경기도 안성시 서운면 제3공단 1길 68-38,36.97416768,127.2672747
안성시,신흥물산㈜,031-673-0597,⑦,,17515,경기도 안성시 삼죽면 마전리 117-3번지,경기도 안성시 삼죽면 덕계실2길 64,37.03652829,127.3436248
안성시,고려플라스틱,031-676-7570,⑦,,17519,경기도 안성시 죽산면 두현리 459-4번지,경기도 안성시 죽산면 상삼로 93-35,37.07740838,127.4027179
안성시,일신케미칼,031-618-1202,⑦,,17553,경기도 안성시 원곡면 지문리 69-3번지,경기도 안성시 원곡면 지문로 120-60,37.04939486,127.1414925
안성시,㈜케이비아이울트라,031-671-4321,⑦,,17598,경기도 안성시 미양면 구례리 76-2번지,경기도 안성시 미양면 구례골길 78,36.98942766,127.2488664
안성시,㈜대신환경산업,031-675-6681,⑦,,17544,경기도 안성시 대덕면 신령리 21-1번지,경기도 안성시 대덕면 누르잿길 83,37.03086214,127.2263667
안성시,농업회사법인 ㈜범호산업,,⑦,,17511,경기도 안성시 삼죽면 율곡리 28번지,경기도 안성시 삼죽면 밤고개길79-146,37.0981543,127.3968283
안성시,이엘투엘㈜,031-611-1034,⑦,,17553,경기도 안성시 원곡면 산하리 395번지,경기도 안성시 원곡면 삼봉로 788-6,37.07451866,127.1300681
안성시,진성산업,031-653-2444,⑦,,17551,경기도 안성시 공도읍 용두리 245-1번지,경기도 안성시 공도읍 용머리길 9-38,37.00292348,127.1621665
안성시,㈜금호이엘씨(ELC),031-671-3020,①ⓑ,,17608,경기도 안성시 서운면 현매리 427-2번지,경기도 안성시 서운면 서미로 141-1,36.93743746,127.2189975
안성시,영상그룹,,①ⓑ,,17509,경기도 안성시 보개면 적가리 288-1번지,경기도 안성시 보개원삼로 538,37.04972948,127.2933268
안성시,주식회사 대우산업,02-2694-0195,①ⓑ,,17502,경기도 안성시 양성면 필산리 130-2번지,경기도 안성시 양성면 한내로 227,37.05428159,127.2187472
안성시,광일환경㈜,031-677-0777,①ⓑ,,17604,경기도 안성시 미양면 강덕리 4-1번지,경기도 안성시 미양면 양변길 93,36.95898652,127.2366775
안성시,지유에너지,031-675-5878,①ⓑ,,17524,경기도 안성시 죽산면 두교리 137-2번지,경기도 안성시 죽산면 용대길 14,37.01611756,127.440241
안성시,제이엠환경산업,,①ⓑ,,17555,경기도 안성시 원곡면 칠곡리 3번지,경기도 안성시 원곡면 만세로 929-19,37.05969796,127.172589
안성시,디에스메탈,,①ⓑ,,17608,경기도 안성시 서운면 현매리 374-10번지,경기도 안성시 서미로 205,36.94306722,127.2171911
안성시,주식회사 대유에프앤씨,,①ⓑ,,17508,경기도 안성시 보개면 상삼리 395-5번지,경기도 안성시 보개면 삼강길 8-1,37.02947882,127.3241433
안성시,제이포환경자원,,①ⓑ,,17543,경기도 안성시 대덕면 모산리 503-2번지,경기도 안성시 대덕면 모산로 43,37.02307816,127.2445285
안성시,샘물자원,,①ⓑ,,17604,경기도 안성시 미양면 양변리 256번지,경기도 안성시 미양면 안성맞춤대로 330,36.95169727,127.2423635
안성시,㈜대신환경산업,,①ⓑ,,17544,경기도 안성시 대덕면 신령리 21-1번지,경기도 안성시 대덕면 누르잿길 83,37.03086214,127.2263667
안성시,신한,,①ⓑ,,17525,경기도 안성시 일죽면 방초리 305번지,경기도 안성시 일죽면 주평길 50,37.12069518,127.4283731
안성시,오른,070-8648-3942,①ⓑ,,17575,경기도 안성시 신건지동 84-5번지,경기도 안성시 중앙로 125(신건지동),37.01265395,127.242866
안성시,주식회사 제이피물류,,①ⓑ,,17523,경기도 안성시 죽산면 용설리 745번지,경기도 안성시 죽산면 용설로 198-64,37.06556063,127.4388074
안성시,동부이엔티㈜,031-656-1822,①ⓒ,,17554,경기도 안성시 원곡면 산하리 251-5번지,경기도 안성시 원곡면 지문로 432,37.07089248,127.147016
안성시,광일환경㈜,031-677-0777,①ⓒ,,17604,경기도 안성시 미양면 강덕리 4-1번지,경기도 안성시 미양면 양변길 93,36.95898652,127.2366775
안성시,㈜이안산업,,①ⓒ,,17508,경기도 안성시 보개면 상삼리 78-1번지 2층,"경기도 안성시 보개면 서동대로 5804, 2층",37.02405381,127.331486
안성시,㈜이십일세기철강,,①ⓒ,,17554,경기도 안성시 원곡면 성은리 8-1번지,경기도 안성시 원곡면 승량길 105,37.08011753,127.1637144
안성시,디에스 메탈,,①ⓒ,,17608,경기도 안성시 서운면 현매리 374-10번지,경기도 안성시 서운면 서미로 205,36.94306722,127.2171911
안성시,신흥환경(합),031-677-8510,①ⓐ,,17592,경기도 안성시 영동 408번지,경기도 안성시 낙원길 81,37.00557695,127.2734958
안성시,㈜형제환경,,①ⓐ,,17601,경기도 안성시 미양면 양지리 167번지,경기도 안성시 미양면 마산길 4,36.97439017,127.2162214
안성시,㈜대신개발,031-675-6620,①ⓐ,,17540,경기도 안성시 대덕면 삼한리 199번지,경기도 안성시 대덕면 동산말안길 30-80,37.05122485,127.2826723
안성시,㈜선진환경자원,031-677-4344,①ⓐ,,17604,경기도 안성시 미양면 양변리 249번지,경기도 안성시 미양면 안성맞춤대로 364,36.95449454,127.2436458
안성시,㈜해송산업,,①ⓐ,,17594,경기도 안성시 봉산동 59-1번지,경기도 안성시 중앙로 482,37.00521944,127.2799147
안성시,에덴자원,031-671-7701,①ⓐ,,17568,경기도 안성시 당왕동 409-1번지,경기도 안성시 서동대로 5092,37.02209825,127.2631939
안성시,보스코산업㈜,,①ⓐ,,17556,경기도 안성시 원곡면 내가천리 179-16번지,경기도 안성시 원곡면 청원로 1768,37.04168958,127.1161824
안양시,㈜제이에스,031-447-9777,①ⓒ,,14014,경기도 안양시 만안구 박달동 702-7번지,경기도 안양시 만안구 박달로 280 (박달동),37.40419003,126.8857746
안양시,금호환경,,①ⓒ,,13941,경기도 안양시 동안구 비산동 1050-5번지 동진빌딩 204호,"경기도 안양시 동안구 관악대로 275번길 21, 동진빌딩 204호",37.40357427,126.9531206
안양시,㈜제이티컴퍼니,,①ⓒ,,14007,경기도 안양시 만안구 안양동 1195-11번지 1층,"경기도 안양시 만안구 양화로 28번길 28, 1층",37.39726429,126.9153637
