시설명,소재지도로명주소,소재지지번주소,위도,경도,업종명,전문처리분야명,처리폐기물정보,영업구역,시설·장비명,허가일자,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
한국환경개발㈜,경기도 안산시 단원구 첨단로207번길 5(성곡동),,37.306802,126.7445207,폐기물중간처분업,일반소각,51-00-00,,,1996-10-31,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
대일개발㈜,경기도 안산시 단원구 지원로 7(성곡동),,37.30571842,126.7473157,폐기물중간처분업,일반소각+고온소각,51-00-00,,,1994-04-22,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
부경산업㈜,경기도 안산시 단원구 신원로91번길 16(성곡동),,37.316535,126.7519452,폐기물중간처분업,일반소각+고온소각,51-00-00,,,1994-04-22,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
비노텍㈜,경기도 안산시 단원구 해안로 308(원시동),,37.29610016,126.790468,폐기물중간처분업,일반소각,51-00-00,,,1994-04-26,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
성림유화㈜,경기도 안산시 단원구 첨단로 215(성곡동),,37.30648558,126.7450148,폐기물중간처분업,일반소각+고온소각,51-00-00,,,1994-04-26,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
삼미산업㈜,경기도 안산시 상록구 남산평길 41-21(팔곡일동),,37.30459856,126.8955701,폐기물종합재활용업,,51-00-00,,,2009-03-04,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
자민환경,경기도 안산시 상록구 선진5길 36(사동),,37.280743,126.848156,폐기물중간재활용업,,51-00-00,,,2011-01-06,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
㈜양지피앤알,경기도 안산시 상록구 선진1길 9(사동),,37.27858096,126.8482214,폐기물중간재활용업,,51-00-00,,,2002-06-25,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
대양산업㈜,경기도 안산시 상록구 선진2길 12(사동),,37.27887702,126.8484921,폐기물중간재활용업,,51-00-00,,,2000-07-13,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
부옥물산㈜,경기도 안산시 상록구 반월천남길 62(팔곡일동470-8),,37.29771927,126.8953983,폐기물종합재활용업,,51-00-00,,,2000-06-26,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
해성산업,"경기도 안산시 상록구 광덕1로 362, 533호(이동, 한양프라자)",,37.30708184,126.8501344,폐기물수집및운반업,,51-03-00+51-20-00+51-27-00,,,2024-10-28,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
청명테크,,경기도 안산시 단원구 대부남동 1129-32,37.22339384,126.5562538,폐기물수집및운반업,,51-03-00+51-15-00+51-18-01+51-18-02+51-18-99+51-20-00+51-28-00+51-29-00+51-30-00+51-45-00+51-99-00,,,2024-10-21,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
한독케미칼,"경기도 안산시 단원구 산단로 326, 10동106호(원곡동, 유통상가)",,37.32344541,126.7875134,폐기물수집및운반업,,51-03-00+51-11-00,,,2024-09-30,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
에스에이치,"경기도 안산시 단원구 산단로 326, 12동 222호(원곡동, 유통상가)",,37.32344541,126.7875134,폐기물수집및운반업,,51-02-00+51-03-00+51-18-00,,,2024-05-09,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
㈜무지개운수,"경기도 안산시 단원구 시화호수로 633, 1동 2525호(성곡동, 마니나큐브1차)",,37.30314801,126.7380665,폐기물수집및운반업,,51-00-00,,,2022-11-07,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
자연환경,"경기도 안산시 상록구 원당골1길 10, 101호(수암동)",,37.36324301,126.8774673,폐기물수집및운반업,,51-00-00,,,2024-03-26,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
㈜아성자원,"경기도 안산시 단원구 산단로 326, 지하상가동 제나-33호(원곡동, 유통상가)",,37.32344541,126.7875134,폐기물수집및운반업,,51-03-00+51-15-00+51-18-00+51-20-00+51-27-00+51-28-00+51-29-00+51-30-00+51-99-00,,,2023-09-19,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
㈜더블유로지스,"경기도 안산시 단원구 신촌4길 13, 201호(초지동)",,37.31468203,126.8171054,폐기물수집및운반업,,51-01-00+51-02-00+51-03-00+51-15-00+51-20-00+51-21-00+51-27-00+51-28-00+51-29-00,,,2023-08-08,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
개성산업개발,"경기도 안산시 단원구 고잔2길 45, 7층 701-298호(고잔동,코스모프라자)",,37.31791799,126.836044,폐기물수집및운반업,,51-03-00+51-07-00+51-15-00+51-20-00+51-27-00+51-28-00+51-29-00+51-30-00+51-31-00+51-33-00+51-99-00,,,2023-06-15,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
창조환경,"경기도 안산시 단원구 산단로 326, 지하상가동 나-43호(원곡동, 원곡유통상가)",,37.32344541,126.7875134,폐기물수집및운반업,,51-02-00+51-03-00+51-20-00+51-27-00,,,2023-01-04,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
㈜오케이산업,"경기도 안산시 단원구 산단로 326, 지하상가동 다-23호",,37.32344541,126.7875134,폐기물수집및운반업,,51-03-00+51-15-00+51-20-00+51-27-00+51-28-00+51-29-00+51-30-00+51-99-00,,,2022-11-14,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
㈜두연산업,"경기도 안산시 단원구 고잔로 55, 지하1층 102-21호(고잔동)",,37.319519,126.832301,폐기물수집및운반업,,51-01-00+51-02-00+51-03-00+51-08-00+51-09-00+51-99-00,,,2022-10-11,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
대성재생산업,"경기도 안산시 단원구 산단로 326, 지하상가동 라-14-A호",,37.32344541,126.7875134,폐기물수집및운반업,,51-03-00+51-15-00+51-20-00+51-27-00+51-28-00+51-29-00+51-30-00+51-99-00,,,2022-07-27,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
유한회사 매일환경운수,"경기도 안산시 단원구 선부로 229, 202호(와동)",,37.341648,126.820503,폐기물수집및운반업,,51-00-00,,,2022-06-27,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
대성자원,"경기도 안산시 단원구 광덕대로 154, 419호(고잔동, 로데오타운)",,37.31017074,126.8307346,폐기물수집및운반업,,51-03-00+51-20-00+51-28-00+51-29-00,,,2022-06-20,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
에코한양㈜,"경기도 안산시 상록구 해양3로 15, 2108호(사동, 그랑시티시그니쳐타워)",,37.28577814,126.8282785,폐기물수집및운반업,,51-00-00,,,2022-03-11,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
㈜우진환경자원,"경기도 안산시 단원구 산단로 326, 10동 306호(원곡동, 원곡유통상가)",,37.32344541,126.7875134,폐기물수집및운반업,,51-00-00,,,2022-04-21,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
미성자원환경,경상북도 영덕군 영덕읍 영덕로 586-38,,36.4429292263,129.3940135890,폐기물수집및운반업,,51-09-01+51-09-02+51-09-03+51-09-04+51-09-99+51-20-01+51-20-06+51-20-07+51-20-08+51-20-09+51-20-10+5,,,2014-07-10,054-732-7791,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
강민산업(주),경상북도 영덕군 강구면 직천길 91-4,,36.3720288164,129.3710280483,폐기물종합재활용업,,51-17-02,,,2013-11-04,054-733-9900,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
영덕대게비료영농조합법인,경상북도 영덕군 축산면 영축로 565,,36.4871561127,129.3925358134,폐기물종합재활용업,,51-17-02+51-19-00,,,2013-11-04,054-734-4435,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
에스에이치세라믹(주),경상북도 영덕군 축산면 영축로 337-8,,36.4700344723,129.3868078118,폐기물종합재활용업,,51-05-99+51-07-01,,,2013-11-04,054-726-0054,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
하나리싸이클링(주),경상북도 영덕군 창수면 오서로 1407-17,,36.6338167437,129.2886879386,폐기물종합재활용업,,22-22-02,,,2012-05-14,054-734-3507,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
대게환경피엔씨,경상북도 영덕군 남정면 봉전쟁암1길 59,,36.2992577778,129.3532127564,폐기물수집및운반업,,51-01-01+51-01-02+51-01-03+51-01-04+51-01-06+51-01-07+51-01-08+51-01-99+51-02-01+51-02-02+51-02-03+5,,,2012-06-01,054-734-0903,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
대경수산㈜,경상북도 영덕군 강구면 하저길 333-53,,36.4010040781,129.4000340682,폐기물중간재활용업,,51-17-00,,,2012-03-02,051-529-6677,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
태안환경개발(주),경상북도 영덕군 강구면 오포길 31-2,,36.3584301437,129.3776322274,폐기물수집및운반업,,22-20-00,,,2005-09-12,054-734-0492,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
(주)중일,경기도 안산시 단원구 신원로 73(성곡동),,37.31862553,126.751872,폐기물종합재활용업,파쇄+기타,51-00-00,,,2022-08-02,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
엠알글로벌(단원공장),경기도 안산시 단원구 신원로 28(신길동),,37.32290453,126.752329,폐기물종합재활용업,정제+파쇄+기타,51-00-00,,,2022-03-17,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
남양물산,경기도 안산시 단원구 진흥로24번길 19(성곡동),,37.31008578,126.7386693,폐기물종합재활용업,파쇄,51-00-00,,,2021-03-23,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
한국수자원공사 환경에너지센터,경기도 안산시 단원구 시화호수로 1047-9(원시동),,37.29452146,126.7824028,폐기물종합재활용업,기타,51-00-00,,,2020-03-10,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
(주)옥토산업,경기도 안산시 단원구 산단로67번길 75(목내동),,37.30407449,126.778301,폐기물종합재활용업,파쇄+기타,51-00-00,,,2013-07-02,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
(주)성진트레이드,경기도 안산시 단원구 별망로79번길 127(성곡동),,37.32387259,126.7444614,폐기물종합재활용업,파쇄+기타,51-00-00,,,2013-07-12,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
대양제지공업(주)(휴업:2020.10.12.~2023.12.1.),경기도 안산시 단원구 신원로 50(신길동),,37.321005,126.750906,폐기물종합재활용업,,51-00-00,,,2013-03-10,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
신대양제지(주),경기도 안산시 단원구 별망로 129(성곡동),,37.31526207,126.7423011,폐기물종합재활용업,,51-00-00,,,2008-02-05,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
(주)삼양수지,경기도 안산시 단원구 별망로 535(원시동),,37.301552,126.784295,폐기물종합재활용업,파쇄+기타,51-00-00,,,2013-07-26,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
태림페이퍼(주),경기도 안산시 단원구 해안로 104(목내동),,37.29936972,126.770395,폐기물종합재활용업,,51-00-00,,,2012-09-13,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
삼우합금공업(주),경기도 안산시 단원구 첨단로267번길 48(성곡동),,37.307679,126.752896,폐기물종합재활용업,정제+기타,51-00-00,,,2013-07-24,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
신대양제지반월(주),경기도 안산시 단원구 목내로 29(목내동),,37.30246491,126.7711636,폐기물종합재활용업,,51-00-00,,,2008-03-13,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
(주)케이피,경기도 안산시 단원구 능길로115번길 29(신길동),,37.326402,126.768761,폐기물종합재활용업,파쇄,51-00-00,,,2013-07-26,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
(주)대룡이앤씨,경기도 안산시 단원구 목내로122번길 46(목내동),,37.30864068,126.7803855,폐기물종합재활용업,기타,51-00-00,,,2003-12-15,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
현대드럼산업(주),경기도 안산시 단원구 번영로10번길 9(성곡동),,37.31203024,126.730447,폐기물종합재활용업,정제,51-00-00,,,2002-01-09,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
(주)화성씨제이,경기도 안산시 단원구 별망로269번길 63(성곡동),,37.31457318,126.7583372,폐기물종합재활용업,파쇄+기타,51-00-00,,,2011-11-22,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
(주)케이알피,경기도 안산시 단원구 범락길 26(성곡동),,37.31979951,126.7502129,폐기물종합재활용업,정제+파쇄+기타,51-00-00,,,2000-09-19,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
신일금속(주),경기도 안산시 단원구 번영로132번길 16(성곡동),,37.32000363,126.739397,폐기물종합재활용업,파쇄+기타,51-00-00,,,2013-06-18,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
범창산업(주),경기도 안산시 단원구 원시로 239-5(원시동),,37.31766624,126.7832675,폐기물종합재활용업,파쇄+기타,51-00-00,,,1988-10-21,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
화진금속공업(주),경기도 안산시 단원구 신원로 137(성곡동),,37.3143271,126.7532228,폐기물종합재활용업,파쇄+기타,51-00-00,,,2013-04-26,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
㈜에이앤비산업,경기도 안산시 단원구 동산로 60(원시동),,37.312995,126.797092,폐기물수집및운반업,,51-00-00,,,1998-03-04,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
한국환경개발㈜,경기도 안산시 단원구 첨단로207번길 5(성곡동),,37.306802,126.7445207,폐기물수집및운반업,,51-00-00,,,1900-01-01,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
대일개발㈜,경기도 안산시 단원구 지원로 7(성곡동),,37.30571842,126.7473157,폐기물수집및운반업,,51-00-00,,,1993-04-30,,경기도 안산시청,2025-05-07,3930000,경기도 안산시
(유)송현건설,"전북특별자치도 군산시 조촌2길 24, 302호 (조촌동)",전북특별자치도 군산시 조촌동 864-6,35.9686947,126.7350888,폐기물수집및운반업,기타,51-02-04,전국,,2017-01-23,063-451-8588,전북특별자치도 군산시청,2025-06-24,4671000,전북특별자치도 군산시
고인돌,인천광역시 계양구 황어로115번길 12 12동 903호 (오류동),,37.579922,126.732431,폐기물수집및운반업,,51-03-01,,,2022-02-23,,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
㈜휴먼랜드,인천광역시 계양구 선주로 48 18 1층 (선주지동),,37.579685,126.745524,폐기물수집및운반업,,51-01-02+51-02-01+51-17-21,,,2020-01-07,032-503-3366,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
운도유지,인천광역시 계양구 황어로115번길 13 101동 101호 (장기동),,37.579513,126.731332,폐기물수집및운반업,,51-12-01+51-27-01+51-29-01,,,2021-04-01,,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
㈜제이케이스틸,인천광역시 계양구 계양문화로 48 902 38호 (계산동),,37.534908,126.736785,폐기물수집및운반업,,51-15-00+51-27-01+51-29-01,,,2016-08-12,032-569-4427,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
은혜환경,인천광역시 계양구 계양문화로 48 902호 (계산동),,37.534908,126.736785,폐기물수집및운반업,,51-03-01+51-18-02+51-27-02,,,2020-05-01,,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
주식회사 펫토피아,인천광역시 계양구 계양문화로 48 811 1호 (계산동),,37.534908,126.736785,폐기물수집및운반업,,51-03-01,,,2020-02-13,,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
인성환경㈜,인천광역시 계양구 서운산업로47번길 8 (서운동),,37.530140,126.756477,폐기물수집및운반업,,51-01-99,,,2019-11-22,032-555-6255,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
강남자원,인천광역시 계양구 계양문화로 54 10층 133호 (계산동),,37.535404,126.736834,폐기물수집및운반업,,51-03-01+51-18-01+51-29-01,,,2018-09-19,032-555-7157,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
㈜보경이엠케이,인천광역시 계양구 계산새로 71 D동 1205호 (계산동),,37.538780,126.735818,폐기물수집및운반업,,51-01-01+51-06-01+51-11-01,,,2018-08-27,032-221-0853,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
부광환경,인천광역시 계양구 계양문화로 48 902 28호 (계산동),,37.534908,126.736785,폐기물수집및운반업,,51-03-01+51-04-01+51-05-01,,,2018-08-14,,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
우성환경개발㈜,인천광역시 계양구 계양문화로 54 505호 (계산동),,37.535404,126.736834,폐기물수집및운반업,,51-01-01+51-02-01+51-03-01,,,2018-04-25,032-547-2230,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
친절환경,인천광역시 계양구 길마로11번길 6 1층 (효성동),,37.534352,126.706845,폐기물수집및운반업,,51-31-00+51-33-00,,,2018-04-04,,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
㈜용종특수운수,인천광역시 계양구 계양문화로 86 408호 (계산동),,37.538343,126.737089,폐기물수집및운반업,,51-01-01+51-06-01+51-11-01,,,2016-09-28,032-543-2381,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
예일환경,인천광역시 계양구 이화북로 41 (이화동),,37.591573,126.738414,폐기물수집및운반업,,51-03-01+51-20-21,,,2016-02-04,032-541-9717,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
㈜수재환경,인천광역시 계양구 주부토로 467 4층 404호 (작전동),,37.535854,126.727767,폐기물수집및운반업,,51-01-01+51-03-01+51-05-01,,,2014-11-19,032-259-2599,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
한도환경,인천광역시 계양구 아나지로187번길 11 (효성동),,37.526354,126.712558,폐기물수집및운반업,,51-03-01+51-15-01+51-18-01,,,2014-01-15,032-424-1675,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
이룸,인천광역시 계양구 안남로573번길 18 상가동 116호 (효성동),,37.537333,126.708905,폐기물수집및운반업,,51-01-01+51-06-01+51-11-01,,,2012-08-08,032-547-2753,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
㈜구룡산업,인천광역시 계양구 아나지로247번길 11 105호 (효성동),,37.526608,126.719184,폐기물수집및운반업,,51-02-01+51-06-02+51-06-99+51-12-01,,,2011-04-19,032-556-1980,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
㈜우인종합물류,인천광역시 계양구 계양문화로 86 215호 (용종동),,37.538343,126.737089,폐기물수집및운반업,,51-16-00+51-20-21+51-30-01,,,2009-12-30,032-543-2381,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
㈜주일도시개발,인천광역시 계양구 서운로 43 15 1층 (서운동),,37.529601,126.743509,폐기물수집및운반업,,51-01-01+51-06-01+51-11-01,,,2003-03-24,032-543-6400,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
동부환경개발㈜,인천광역시 계양구 아나지로 575 (서운동),,37.526053,126.756430,폐기물수집및운반업,,51-01-01+51-06-01+51-11-01,,,2002-03-08,032-553-2255,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
㈜오성자원,인천광역시 계양구 아나지로438번길 16 (작전동),,37.524339,126.740410,폐기물수집및운반업,,51-01-01+51-06-01+51-11-01,,,2002-01-21,032-551-0787,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
영남자원,경상북도 영덕군 영해면 영덕로 1710,,36.5298991444,129.4083565191,폐기물수집및운반업,,51-03-01+51-03-02+51-03-03,,,2023-11-13,054-732-0506,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
(주)그린종합건설기계,"경상북도 영덕군 영해면 318만세길 118, 2층",,36.5364302211,129.4100303638,폐기물수집및운반업,,51-02-01+51-02-19+51-02-99+51-03-01+51-04-01+51-04-02+51-04-99+51-05-01+51-05-99+51-06-01+51-06-02+5,,,2020-01-08,054-262-9088,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
엔제이 팜,경상북도 영덕군 남정면 양성길 148-96,,36.2882915151,129.3484607983,폐기물종합재활용업,,51-01-02+51-01-07+51-01-08,,,2018-12-27,,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
(주)청류종합중기,경상북도 영덕군 병곡면 원황길 55,,36.5682016950,129.3941518134,폐기물수집및운반업,,51-02-01+51-02-19+51-04-99+51-05-99+51-07-01+51-08-06+51-12-01+51-13-03+51-21-01,,,2018-07-09,054-733-9988,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
대동수산,경상북도 영덕군 축산면 축산항2길 23-5 (영덕군수산물작업장),,36.5048503580,129.4439363995,폐기물수집및운반업,,51-17-03,,,2017-07-21,054-733-7968,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
(주)미성종합환경,경상북도 영덕군 영덕읍 영덕로 586-38,,36.4429292263,129.3940135890,폐기물중간재활용업,,40-02-07+51-03-02+51-03-08+51-03-01,,,2016-08-10,054-734-8885,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
옥천자원,경상북도 영덕군 영덕읍 신공업단지길 95,,36.3947601113,129.3614336877,폐기물수집및운반업,,51-03-01+51-09-00+51-20-00+51-29-00,,,2014-09-19,054-733-4903,경상북도 영덕군청,2025-05-07,5180000,경상북도 영덕군
㈜2000 이천환경,경기도 이천시 대월면 사동로 75,,37.2361157,127.4942274,폐기물수집및운반업,,01-86-88,,,2017-02-17,,경기도 이천시청 자원순환과,2025-07-01,4070000,경기도 이천시
대성건설기계,대구광역시 달서구 구마로 135 (본리동),대구광역시 달서구 본리동 306-9,35.8376225,128.5424785,폐기물수집및운반업,,51-01-00+51-02-00+51-03-00+51-04-00+51-05-00+51-06-00+51-07-00+51-08-00+51-09-00+51-10-00+51-11-00+5,,,2023-08-18,,대구광역시 달서구청 청소과,2025-06-19,3470000,대구광역시 달서구
㈜성한환경,대구광역시 달서구 와룡로32길 93 (감삼동),대구광역시 달서구 감삼동 205-17,35.84619417,128.5424706,폐기물수집및운반업,,51-01-00+51-02-00+51-03-00+51-04-00+51-05-00+51-06-00+51-07-00+51-08-00+51-09-00+51-10-00+51-11-00+5,,,2018-03-05,,대구광역시 달서구청 청소과,2025-06-19,3470000,대구광역시 달서구
㈜유창환경,"대구광역시 달서구 와룡로 220, 3층(죽전동)",대구광역시 달서구 죽전동 275-1,35.85229119,128.5375744,폐기물수집및운반업,,51-01-00+51-02-00+51-03-00+51-04-00+51-05-00+51-06-00+51-07-00+51-08-00+51-09-00+51-10-00+51-11-00+5,,,2022-09-27,,대구광역시 달서구청 청소과,2025-06-19,3470000,대구광역시 달서구
㈜시민환경,"대구광역시 달서구 달서대로109안길 20, 2층 203호(호산동)",대구광역시 달서구 호산동 386-19,35.84996912,128.4883596,폐기물수집및운반업,,51-01-00+51-02-00+51-03-00+51-04-00+51-05-00+51-06-00+51-07-00+51-08-00+51-09-00+51-10-00+51-11-00+5,,,2000-11-06,,대구광역시 달서구청 청소과,2025-06-19,3470000,대구광역시 달서구
한국알앤티,"대구광역시 달서구 한실로 134, 202동 1703호(도원동, 미리샘마을)",대구광역시 달서구 도원동 1444,35.8048744064,128.5407356581,폐기물수집및운반업,,51-01-00+51-02-00+51-03-00+51-04-00+51-05-00+51-06-00+51-07-00+51-08-00+51-09-00+51-10-00+51-11-00+5,,,2021-10-22,,대구광역시 달서구청 청소과,2025-06-19,3470000,대구광역시 달서구
달성종합중기,"대구광역시 달서구 조암남로16길 4, 4층(월성동)",대구광역시 달서구 월성동 1543-1,35.8211521,128.5249468,폐기물수집및운반업,,51-01-00+51-02-00+51-03-00+51-04-00+51-05-00+51-06-00+51-07-00+51-08-00+51-09-00+51-10-00+51-11-00+5,,,2021-09-15,,대구광역시 달서구청 청소과,2025-06-19,3470000,대구광역시 달서구
우리중기,"대구광역시 달서구 조암남로16길 4, 4층(월성동)",대구광역시 달서구 월성동 1543-1,35.8211521,128.5249468,폐기물수집및운반업,,51-01-00+51-02-00+51-03-00+51-04-00+51-05-00+51-06-00+51-07-00+51-08-00+51-09-00+51-10-00+51-11-00+5,,,2021-09-15,,대구광역시 달서구청 청소과,2025-06-19,3470000,대구광역시 달서구
(주)벌말메탈,"인천광역시 계양구 벌말로609번길 4-1, 1층",,37.582950,126.780697,폐기물수집및운반업,,51-29-01+51-41-01+51-41-02+51-41-03+51-41-05,,,2025-01-14,,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
(주)동애메탈,인천광역시 계양구 아나지로 562,,37.525421,126.754941,폐기물수집및운반업,,51-29-01+51-29-03+51-29-04+51-29-99,,,2024-12-12,032-562-8745,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
대승환경,"인천광역시 계양구 계양구 경명대로 1016, 205호",,37.543420,126.719455,폐기물수집및운반업,,51-01-01+51-01-02+51-01-06+51-01-08+51-01-99+51-02-01+51-02-02+51-02-19+51-02-99+51-03-01+51-04-01+5,,,2024-10-23,,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
(주)에스에이치자원,"인천광역시 계양구 계산새로87번길 6, B동 레드몰2차 507(12-A)호",,37.538398,126.738123,폐기물수집및운반업,,51-02-01+51-02-02+51-02-03+51-02-04+51-02-05+51-02-06+51-02-07+51-02-08+51-02-09+51-02-99+51-03-01+5,,,2024-07-17,,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
대성자원,"인천광역시 계양구 계양문화로 54, 대산월드프라자 1001호 일부(122-4호)",,37.535400,126.736834,폐기물수집및운반업,,51-03-01+51-20-23+51-20-24+51-20-25,,,2024-02-15,,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
더위드건설 주식회사,"인천광역시 계양구 황어로 133, 오름채 301호 (장기동)",,37.579879,126.735410,폐기물수집및운반업,,51-03-01+51-03-02+51-21-01+51-21-02+51-30-01,,,2023-11-16,032-548-3355,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
(주)다모아환경,"인천광역시 계양구 장기로9번길 7, 6층(장기동)",,37.577382,126.734670,폐기물수집및운반업,,51-03-01+51-20-21+51-20-23+51-20-24+51-20-25+51-20-99,,,2003-12-04,,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
씨티에스(CTS) ECHO,"인천광역시 계양구 계양문화로 90, 5층 504-B호 (용종동)",,37.538744,126.737182,폐기물수집및운반업,,51-03-01+51-03-02+51-03-03+51-03-04+51-03-06+51-03-07+51-03-99+51-04-03+51-05-99+51-05-01+51-04-99+5,,,2023-04-04,,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
인성환경(주),인천광역시 계양구 서운산업로47번길 8 (서운동),,37.530140,126.756477,폐기물중간재활용업,,51-03-01,,,2024-07-18,032-555-6255,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
파트너환경㈜,인천광역시 계양구 아나지로 586 (서운동),,37.525263,126.757607,폐기물중간재활용업,,51-03-01,,,2021-12-09,032-543-9936,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
키움산업,인천광역시 계양구 안남로457번길 14 (효성동),,37.524075,126.708915,폐기물중간재활용업,,51-03-01,,,2019-03-05,032-671-9888,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
㈜오성자원,인천광역시 계양구 아나지로438번길 16 (작전동),,37.524339,126.740410,폐기물수집및운반업,,51-03-01+51-03-02+51-03-03,,,2004-06-19,032-551-0787,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
㈜휴먼랜드,인천광역시 계양구 선주로 48 18 1층 (선주지동),,37.579685,126.745524,폐기물수집및운반업,,51-17-19+51-17-29+51-17-99+51-38-01,,,2019-07-26,032-503-3366,인천광역시 계양구청,2025-03-21,3550000,인천광역시 계양구
