대분류,자치구,연도,발생량,재활용_합계,재활용,음식물,소각,매립,기타,주민1인당_생활폐기물_kg_일,생활계폐기물_톤_일,주민수
계,중랑구,2012,222.5,124.5,27.1,97.4,90.8,7.2,,0.53,222.5,423655.0
계,중랑구,2013,227.4,127.1,24.5,102.6,86.4,13.9,,0.54,227.4,421237.0
계,중랑구,2014,369.4,262.0,159.6,102.4,83.8,23.6,,0.87,369.4,423411.0
계,중랑구,2015,392.1,287.9,188.3,99.6,88.9,15.3,,0.94,392.1,418620.0
계,중랑구,2016,387.9,283.6,190.4,93.2,90.0,14.3,,0.93,387.9,415677.0
계,중랑구,2017,361.3,263.5,172.8,90.7,81.7,16.1,,0.88,361.3,412780.0
계,중랑구,2018,391.9,281.7,192.9,88.8,84.2,26.0,,0.96,391.9,408147.0
계,중랑구,2019,330.5,223.1,186.0,37.1,89.3,17.7,0.4,0.82,330.5,402024.0
계,중랑구,2020,123561.0,82943.0,51207.0,31736.0,33840.0,6778.0,,0.84,337.6,399562.0
계,중랑구,2021,105213.0,64188.0,33497.0,30691.0,33476.0,7527.0,23.0,0.74,288.3,391885.0
계,중랑구,2022,104375.0,63404.0,32872.0,30532.0,33253.0,6819.0,900.0,0.73,286.0,390140.0
계,중랑구,2023,96847.0,57284.0,28112.0,29172.0,35055.0,4233.0,275.0,0.68,265.3,387470.0
계,중랑구,2024,107223.0,66826.0,37464.0,29362.0,37416.0,2942.0,39.0,0.76,293.0,385349.0
